OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
356,Vincent G. Panati Playground,Vincent G. Panati Playground,Vincent G. Panati Playground,3115 N 22ND ST,LAND,PROGRAM,30553.95436083,0.70142508,19132,"Panati, Panati Playground",MAP,SITE,Panati,1928,RECREATION_SITE,4843.265625,354.430822897665
357,Veterans Playground,Veterans Playground,Veterans Playground,800 W CUMBERLAND ST,LAND,PROGRAM,28639.7706587,0.6574813,19133,Veterans Memorial Playground,MAP,SITE,Veterans ,1198,RECREATION_SITE,4538.16015625,287.484661293537
358,Heritage Park Playground,Heritage Park Playground,Heritage Park Playground,1533 W CLEARFIELD ST,LAND,PROGRAM,29156.79187563,0.66935052,19132, ,MAP,SITE,Heritage Park ,1871,RECREATION_SITE,4621.59375,278.248556764738
359,Frank Glavin Playground,Frank Glavin Playground,Frank Glavin Playground,2612 E WESTMORELAND ST,LAND,PROGRAM,27388.74850989,0.62876166,19134,"Glavin, Glavin Playground",MAP,SITE,Glavin ,1860,RECREATION_SITE,4339.53515625,260.946765812856
360,Winchester Playground,Winchester Playground,Winchester Playground,2326 N 15TH ST,LAND,PROGRAM,26701.20567916,0.61297779,19132, ,MAP,SITE,Winchester ,2900,RECREATION_SITE,4230.8828125,303.327862951244
361,Triangle Park,Triangle Park,Triangle Park,5419 UPLAND WAY,LAND,NO_PROGRAM,27003.67550798,0.61992157,19131, ,MAP,SITE,Triangle Park,844,MINI_PARK,4278.16796875,314.515689854892
362,Cianfrani Park,Cianfrani Park,Cianfrani Park,721 S 08TH ST,LAND,NO_PROGRAM,26518.0814416,0.60877382,19147, ,MAP,SITE,Cianfrani Park,521,SQUARE_PLAZA,4195.94921875,272.069295856777
363,Garden Court,Garden Court,Garden Court,4710 SPRUCE ST,LAND,NO_PROGRAM,25490.07521789,0.58517395,19143,Garden City Tennis Courts Park,MAP,SITE,Garden Court,303,MINI_PARK,4034.765625,273.334297127641
364,Clayborne & Lewis Playground,Clayborne & Lewis Playground,Clayborne & Lewis Playground,1101 N 38TH ST,LAND,PROGRAM,25729.79079317,0.59067708,19104,,MAP,SITE,Clayborne & Lewis,2896,RECREATION_SITE,4075.1328125,255.457752887828
365,Merritt Square,Merritt Square,Merritt Square,1321 STEINBER ST,LAND,NO_PROGRAM,24566.72590158,0.56397668,19124, ,MAP,SITE,Merritt Square Park,781,SQUARE_PLAZA,3894.44921875,246.235344884356
366,Gerald J. Maguire Playground,Gerald J. Maguire Playground,Gerald J. Maguire Playground,155 W LEHIGH AVE,LAND,NO_PROGRAM,24441.26579233,0.5610965,19133,Maguire Playground,MAP,SITE,Maguire ,780,RECREATION_SITE,3873.109375,260.697503279888
367,Sabatino S. LaNoce Park,Sabatino S. LaNoce Park,Sabatino S. LaNoce Park,5119 ROCHELLE AVE,LAND,NO_PROGRAM,27854.71862504,0.63945891,19128,La Noce Park,MAP,SITE,LaNoce,879,NEIGHBORHOOD_PARK,4417.41796875,267.569651962132
368,Mario Lanza Park,Mario Lanza Park,Mario Lanza Park,214 CATHARINE ST,LAND,NO_PROGRAM,22081.3573284,0.50692024,19147,,MAP,SITE,Mario Lanza Park,47,MINI_PARK,3493.58984375,257.62950194578
369,37th and Mt. Vernon Playground ,37th and Mt. Vernon Playground ,37th and Mt. Vernon Playground ,614 N 37TH ST,LAND,NO_PROGRAM,20826.42235086,0.47811078,19104, ,MAP,SITE,37th and Mt Vernon ,2897,RECREATION_SITE,3297.61328125,264.268191644568
370,James Lee Wright Recreation Center,James Lee Wright Recreation Center,James Lee Wright Recreation Center,3340 HAVERFORD AVE,LAND,PROGRAM,23917.00554541,0.54906109,19104,"Wright, Mantua Recreation Center",MAP,SITE,Wright ,1975,RECREATION_SITE,3786.953125,297.682298148205
371,Hagert Street Playground,Hagert Street Playground,Hagert Street Playground,2034 E HAGERT ST,LAND,NO_PROGRAM,21185.53697875,0.48635495,19125,Hagert Playground,MAP,SITE,Hagert ,847,RECREATION_SITE,3356.390625,246.189236148772
372,Mollbore Terrace Park,Mollbore Terrace Park,Mollbore Terrace Park,1226 MOLLBORE TER,LAND,NO_PROGRAM,62274.22757106,1.42962527,19148, ,MAP,SITE,Mollbore Terrace Park,431,MINI_PARK,9846.3203125,807.391141443055
373,Ramblers Recreation Center,Ramblers Recreation Center,Ramblers Recreation Center,851 E TIOGA ST,LAND,PROGRAM,138176.58304398,3.17211055,19134,"Ramblers, Harrowgate, Ramblers PAL Center",MAP,SITE,Ramblers ,1937,RECREATION_SITE,21903.15234375,865.086237946315
374,Atwater Kent Museum,Atwater Kent Museum,Atwater Kent Museum,15 S 7TH ST,LAND,NO_PROGRAM,19361.90424264,0.44448994,19106, ,MAP,SITE,Atwater Kent Museum,3473,MUSEUM,3064.47265625,269.757758762767
375,Lloyd Hall,Boathouse Row,East Fairmount Park,800 KELLY DR,LAND,PROGRAM,18731.26498089,0.43001239,19130,"Lloyd Hall, Lloyd Hall Recreation Center",MAP,NOT_SITE,Lloyd Hall,3474,RECREATION_SITE,2966.3046875,222.117213173946
376,Wilmot Park Playground,Wilmot Park Playground,Wilmot Park Playground,1801 MEADOW ST,LAND,NO_PROGRAM,18296.83293686,0.42003917,19124, ,MAP,SITE,Wilmot Park ,99,RECREATION_SITE,2901.28515625,238.741394620065
377,Anna M. Ross Park,Anna M. Ross Park,Anna M. Ross Park,1000 W GLENWOOD AVE,LAND,NO_PROGRAM,18270.13421235,0.41942625,19133,"10th & Glenwood; Ross Park",MAP,SITE,Ross Park,762,MINI_PARK,2895.8515625,244.792519801751
378,Weinberg Park,Weinberg Park,Weinberg Park,2205 S 06TH ST,LAND,NO_PROGRAM,18363.5095164,0.42156986,19148, ,MAP,SITE,Weinberg Park,185,MINI_PARK,2904,251.829964571915
379,Reed Playground,Reed Playground,Reed Playground,213 W ONTARIO ST,LAND,NO_PROGRAM,17278.09450232,0.39665206,19140, ,MAP,SITE,Reed ,1173,RECREATION_SITE,2738.859375,222.705225540592
380,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,Wissahickon Neighbors Playground,3901 TERRACE ST,LAND,NO_PROGRAM,17249.37920437,0.39599284,19128, ,MAP,SITE,Wissahickon Neighbors ,2902,RECREATION_SITE,2735.8359375,207.744401151363
381,Louis I. Kahn Park,Louis I. Kahn Park,Louis I. Kahn Park,328 S 11TH ST,LAND,NO_PROGRAM,16915.13091548,0.38831953,19107, ,MAP,SITE,Louis Kahn Park,377,MINI_PARK,2676.83984375,265.758044448162
382,Benson Park,Benson Park,Benson Park,1444 N 04TH ST,LAND,NO_PROGRAM,17186.63657665,0.39455246,19122, ,MAP,SITE,Benson Park,571,MINI_PARK,2722.0546875,266.828588477275
383,Christ Church Park,Christ Church Park,Christ Church Park,35 N 02ND ST,LAND,NO_PROGRAM,5751.08238365,0.13202721,19106, ,MAP,SITE,Christ Church,2827,MINI_PARK,910.2734375,146.123074505194
384,Schmidt Playground,Schmidt Playground,Schmidt Playground,113 W ONTARIO ST,LAND,PROGRAM,15968.94399699,0.36659798,19140,Schmidt,MAP,SITE,Schmidt ,1978,RECREATION_SITE,2531.3203125,223.887683285531
385,James O'Connor Memorial Pool,James O'Connor Memorial Pool,James O'Connor Memorial Pool,577 S TANEY ST,LAND,NO_PROGRAM,16276.03982374,0.37364796,19146,O'Connor Pool,MAP,SITE,O'Connor Pool,85,POOL,2575.77734375,201.534627331811
386,Delancey Park,Delancey Park,Delancey Park,311 DELANCEY ST,LAND,NO_PROGRAM,15458.76155682,0.35488575,19106,Three Bears Park,MAP,SITE,Delancey Park,115,MINI_PARK,2446.29296875,198.235981281406
387,Edward Shippen Plaza/Bainbridge Green,Edward Shippen Plaza/Bainbridge Green,Edward Shippen Plaza/Bainbridge Green,300 BAINBRIDGE ST,LAND,NO_PROGRAM,15176.17621183,0.34839846,19147, ,MAP,SITE,Shippen Plaza/Bainbridge Green,1225,MINI_PARK,2401.3203125,738.797591517877
388,Market Square,Market Square,Market Square,5501 GERMANTOWN AVE,LAND,NO_PROGRAM,15099.43297882,0.34663667,19144,Market Place,MAP,SITE,Market Square,1141,SQUARE_PLAZA,2395.75,214.115994900968
389,Northeast Lions Park,Northeast Lions Park,Northeast Lions Park,7966 OXFORD AVE,LAND,NO_PROGRAM,16755.66108483,0.38465859,19111,"Barnes & Loney Park; Fox Chase Park",MAP,SITE,Northeast Lions Park,542,SQUARE_PLAZA,2661.8203125,203.962463932034
390,Hedge Street Park,Hedge Street Park,Hedge Street Park,4610 HEDGE ST,LAND,NO_PROGRAM,18741.98688368,0.43025854,19124,"Plum, Hedge & Plum",MAP,SITE,Hedge St Park,37,MINI_PARK,2971.921875,274.328964428724
391,Etting Park,Etting Park,Etting Park,3255 N MARSTON ST,LAND,NO_PROGRAM,13454.12904584,0.30886554,19129, ,MAP,SITE,Etting Park,694,SQUARE_PLAZA,2132.91796875,183.571729696826
392,Lederer Pool,Lederer Pool,Lederer Pool,618 MOYER ST,LAND,NO_PROGRAM,12744.73704807,0.29258007,19125,Fishtown & Lederer Pool,MAP,SITE,Lederer Pool,839,POOL,2018.45703125,196.39965181604
393,Strawberry Mansion Playground,Strawberry Mansion Playground,Strawberry Mansion Playground,3369 RIDGE AVE,LAND,NO_PROGRAM,16757.15276573,0.38469283,19132,Ridge Ave Neighborhood Park,MAP,SITE,Strawberry Mansion Playground,808,RECREATION_SITE,2655.70703125,209.174288916209
394,Southern Grounds HQ,Southern Grounds HQ,Southern Grounds HQ,5352 PARRISH ST,LAND,NO_PROGRAM,12484.93175228,0.28661574,19139, ,MAP,SITE,Southern Grounds HQ,3476,MULTI_USE,1976.96484375,181.671742953553
395,Julian Abele Park,Julian Abele Park,Julian Abele Park,923 S 22ND ST,LAND,NO_PROGRAM,12460.37464415,0.28605199,19146, ,MAP,SITE,Julian Abele Park,1159,MINI_PARK,1971.6171875,183.470862223662
396,Ralph Brooks Park,Ralph Brooks Park,Ralph Brooks Park,1601 S 20TH ST,LAND,NO_PROGRAM,12433.56616941,0.28543655,19145,Ralph Brooks Tot Lot,MAP,SITE,Ralph Brooks Park,1360,MINI_PARK,1966.82421875,189.850115349697
397,Gilbert Stuart Park,Gilbert Stuart Park,Gilbert Stuart Park,5132 GERMANTOWN AVE,LAND,NO_PROGRAM,12533.96111154,0.28774131,19144, ,MAP,SITE,Gilbert Stuart Park,843,MINI_PARK,1988.48828125,176.376338050722
398,Nicetown Triangle,Nicetown Triangle,Nicetown Triangle,4377 GERMANTOWN AVE,LAND,NO_PROGRAM,10945.35686856,0.25127182,19140,Nicetown Park,MAP,SITE,Nicetown Triangle,618,MINI_PARK,1735.95703125,173.905668968527
399,West Oak Lane Senior Center,West Oak Lane Senior Center,West Oak Lane Senior Center,7210 OGONTZ AVE,LAND,NO_PROGRAM,9970.04342924,0.22888162,19138, ,MAP,SITE,West Oak Ln Senior Center,3477,OLDER_ADULT_CENTER,1583.2890625,159.240281495758
400,Mummers Museum,Mummers Museum,Mummers Museum,200 WASHINGTON AVE,LAND,NO_PROGRAM,10888.58143614,0.24996843,19147, ,MAP,SITE,Mummers Museum,3478,MUSEUM,1722.53515625,174.472912405944
401,Diamond Park,Diamond Park,Diamond Park,2045 N 18TH ST,LAND,NO_PROGRAM,10786.5408856,0.2476259,19121, ,MAP,SITE,Diamond Park,635,MINI_PARK,1708.984375,162.452688209023
402,Wolf Park,Wolf Park,Wolf Park,7018 MC CALLUM ST,LAND,NO_PROGRAM,10751.43808008,0.24682004,19119,Ned Wolf Park,MAP,SITE,Wolf Park,586,MINI_PARK,1706.61328125,180.434727338565
403,Betsy Ross House,Betsy Ross House,Betsy Ross House,239 ARCH ST,LAND,NO_PROGRAM,10288.35617879,0.2361891,19106,Betsy Ross Flag House Museum,MAP,SITE,Betsy Ross House,980,HISTORIC_HOUSE,1628.484375,173.33903922709
404,Giuseppe Bardascino Park,Giuseppe Bardascino Park,Giuseppe Bardascino Park,1000 S 10TH ST,LAND,NO_PROGRAM,10171.97925126,0.23351745,19147,Bardascino Park,MAP,SITE,Bardascino Park,557,MINI_PARK,1609.3828125,158.235860408027
405,Karen Donnelly Park,Karen Donnelly Park,Karen Donnelly Park,230 DICKINSON ST,LAND,NO_PROGRAM,10151.42281451,0.23304553,19147,Donnelly Park,MAP,SITE,Donnelly Park,166,MINI_PARK,1605.70703125,202.26489078066
406,Thomas Hart Park,Thomas Hart Park,Thomas Hart Park,1321 N 04TH ST,LAND,NO_PROGRAM,9388.64798655,0.21553456,19122,Hart Park,MAP,SITE,Hart ,578,RECREATION_SITE,1486.91015625,175.494639265274
407,Montgomery & Croskey Playground,Montgomery & Croskey Playground,Montgomery & Croskey Playground,2235 W MONTGOMERY AVE,LAND,NO_PROGRAM,8737.96644745,0.20059691,19121, ,MAP,SITE,Montgomery & Croskey ,614,RECREATION_SITE,1384.30078125,153.051777781172
408,"Frank Palumbo, Sr. Park","Frank Palumbo, Sr. Park","Frank Palumbo, Sr. Park",723 CATHARINE ST,LAND,NO_PROGRAM,8783.19035557,0.20163511,19147,Palumbo Park,MAP,SITE,Palumbo Park,2,MINI_PARK,1389.70703125,151.868300787733
409,Hamilton Park,Hamilton Park,Hamilton Park,547 RISING SUN AVE,LAND,NO_PROGRAM,7710.77124973,0.17701566,19140, ,MAP,SITE,Hamilton Park,891,MINI_PARK,1222.5234375,148.01385406864
410,Buckley Park,Buckley Park,Buckley Park,8199 GERMANTOWN AVE,LAND,NO_PROGRAM,7093.83694749,0.16285274,19118, ,MAP,SITE,Buckley Park,1316,MINI_PARK,1126.83984375,150.998056413413
411,John C. Anderson Cultural Center,John C. Anderson Cultural Center,John C. Anderson Cultural Center,5323 OVERBROOK AVE,LAND,PROGRAM,5807.23614839,0.13331633,19131,John Anderson Playground,MAP,SITE,John Anderson ,3479,RECREATION_SITE,920.3515625,144.316737608412
412,Mantua Community Garden,Mantua Community Garden,Mantua Community Garden,520 N 34TH ST,LAND,NO_PROGRAM,6445.65477522,0.14797246,19104, ,MAP,SITE,Mantua Garden,34,GARDEN,1020.578125,127.642552175771
413,Madison War Memorial,Madison War Memorial,Madison War Memorial,595 N 02ND ST,LAND,NO_PROGRAM,6150.55734541,0.14119793,19123,Doughboy,MAP,SITE,Madison War Memorial,307,MINI_PARK,973.79296875,139.425982696477
414,22nd & Ontario Playground,22nd & Ontario Playground,22nd & Ontario Playground,3400 N 22ND ST,LAND,NO_PROGRAM,6475.09015329,0.14864821,19140, ,MAP,SITE,22nd & Ontario ,1185,RECREATION_SITE,1026.5234375,133.954567446901
415,"Louis P. Paolone, Sr. Park","Louis P. Paolone, Sr. Park","Louis P. Paolone, Sr. Park",732 SEARS ST,LAND,NO_PROGRAM,3899.18588608,0.08951335,19147,Paolone Park,MAP,SITE,Paolone Park,349,MINI_PARK,616.82421875,135.443415251707
416,Daly Park,Daly Park,Daly Park,1240 W SEDGELY AVE,LAND,NO_PROGRAM,3688.76561044,0.08468274,19133, ,MAP,SITE,Daly Park,917,MINI_PARK,584.6875,101.152227232666
417,Beck Park,Beck Park,Beck Park,839 S 02ND ST,LAND,NO_PROGRAM,3235.42866885,0.07427552,19147, ,MAP,SITE,Beck Park,195,GARDEN,511.875,111.415873714396
418,Coxe Park,Coxe Park,Coxe Park,2132 CHERRY ST,LAND,NO_PROGRAM,4760.02933624,0.10927567,19103, ,MAP,SITE,Coxe Park,128,MINI_PARK,753.53125,128.267414900576
419,Greble Post War Memorial,Greble Post War Memorial,Greble Post War Memorial,1327 S 03RD ST,LAND,NO_PROGRAM,2109.37979105,0.04842489,19147, ,MAP,SITE,Greble Post War Memorial,94,STATUE_MONUMENT_SCULPTURE,333.66796875,81.208948492899
420,18th & Jackson War Memorial,18th and Jackson War Memorial,18th and Jackson War Memorial,1800 W PASSYUNK AVE,LAND,NO_PROGRAM,3632.18414709,0.08338381,19145, ,MAP,SITE,18th and Jackson War Memorial,1215,STATUE_MONUMENT_SCULPTURE,574.4296875,148.363161588751
421,22nd & Catharine Park,22nd & Catharine Park,22nd & Catharine Park,2200 CATHARINE ST,LAND,NO_PROGRAM,2014.39441685,0.04624432,19146, ,MAP,SITE,22nd & Catharine Park,1222,MINI_PARK,318.76171875,78.4027011938228
422,Boone Park,Boone Park,Boone Park,4200 BOONE ST,LAND,NO_PROGRAM,78522.69067006,1.80264015,19128,Manayunk Park,MAP,SITE,Boone Park,602,REGIONAL_CONSERVATION_WATERSHED,12455.51953125,909.895815993722
423,I-95 Park,I-95 Park,I-95 Park,,LAND,NO_PROGRAM,559541.89418566,12.84536576,19147, ,MAP,SITE,I-95 Park,1228,GREENWAY_PARKWAY,88542.0859375,4734.32009082017
424,Pulaski Park,Pulaski Park,Pulaski Park,3001 E ALLEGHENY AVE,LAND,NO_PROGRAM,67459.60207287,1.54866556,19134, ,MAP,SITE,Pulaski Park,809,MINI_PARK,10685.734375,693.867691275215
425,Manton Street Park,Manton Street Park,Manton Street Park,405 MANTON ST,LAND,NO_PROGRAM,2674.15017277,0.06139029,19147, ,MAP,SITE,Manton St Park,28,MINI_PARK,423.046875,102.607064375069
426,Cecil B. Moore Recreation Center,Cecil B. Moore Recreation Center,Cecil B. Moore Recreation Center,2563 N 22ND ST,LAND,PROGRAM,93133.87089132,2.13806803,19132,C.B. Moore,MAP,SITE,C.B. Moore ,1825,RECREATION_SITE,14759.44140625,577.106872149446
427,Japanese Gardens,Japanese Gardens,West Fairmount Park,4301 LANSDOWNE DR,LAND,NO_PROGRAM,47333.02319495,1.08662104,19131, ,NO_MAP,NOT_SITE,Japanese Gardens,3480,GARDEN,7498.44140625,343.136265295576
428,John A. Lee Recreation Center Building 1,John A. Lee Recreation Center Building 1,John A. Lee Recreation Center,4372 HAVERFORD AVE,BUILDING,NO_PROGRAM,2015.83534107,0.0462774,19104,Lee Cultural Center,NO_MAP,NOT_SITE,,985,RECREATION_SITE,319.16015625,76.6668062734576
429,John A. Lee Recreation Center Building 3,John A. Lee Recreation Center Building 3,John A. Lee Recreation Center,4372 HAVERFORD AVE,BUILDING,NO_PROGRAM,4985.94992415,0.11446212,19104,Lee Cultural Center,NO_MAP,NOT_SITE,,1429,RECREATION_SITE,789.41796875,128.169743136497
430,John A. Lee Recreation Center Building 4,John A. Lee Recreation Center Building 4,John A. Lee Recreation Center,4372 HAVERFORD AVE,BUILDING,NO_PROGRAM,15095.15239112,0.3465384,19104,Lee Cultural Center,NO_MAP,NOT_SITE,,986,RECREATION_SITE,2390.01171875,241.508423338156
431,Rodin Museum Building,Rodin Museum,Benjamin Franklin Parkway,2151 BENJ FRANKLIN PKY,BUILDING,NO_PROGRAM,6199.34513059,0.14231795,19130, ,NO_MAP,NOT_SITE,,987,MUSEUM,981.52734375,125.93163639716
432,River Field Clubhouse,River Field,Benjamin Franklin Parkway,302 N 24TH ST,BUILDING,NO_PROGRAM,4089.92937835,0.09389223,19130, ,NO_MAP,NOT_SITE,,1430,MULTI_USE,647.55859375,113.517480265665
433,James Lee Wright Recreation Center Building,James Lee Wright Recreation Center Building,James Lee Wright Recreation Center,3384 HAVERFORD AVE,BUILDING,PROGRAM,15591.21433497,0.35792646,19104,Mantua Recreation Center,NO_MAP,NOT_SITE,Wright ,988,RECREATION_SITE,2468.6796875,219.86234098171
434,Northern Liberties Recreation Center Building,Northern Liberties Recreation Center Building,Northern Liberties Recreation Center,315 FAIRMOUNT AVE,BUILDING,PROGRAM,11045.97141464,0.25358163,19123,District 6 HQ (Recreation),NO_MAP,NOT_SITE,,990,RECREATION_SITE,1748.9375,187.18696750648
435,Von Colln Community Center Building,Von Colln Field,Benjamin Franklin Parkway,2250 PENNSYLVANIA AVE,BUILDING,NO_PROGRAM,1615.69347617,0.03709137,19130,Von Colln Field Support Service Building,NO_MAP,NOT_SITE,,1684,RECREATION_SITE,255.83203125,64.8490927873969
436,Cobbs Creek Golf Course Maintenance Shed,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7902 LANSDOWNE AVE,BUILDING,NO_PROGRAM,2512.53718278,0.05768015,19151, ,NO_MAP,NOT_SITE,,1431,SHED,397.86328125,89.5469176998667
437,Cobbs Creek Golf Course Maintenance Building,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7902 LANSDOWNE AVE,BUILDING,NO_PROGRAM,3857.74298905,0.08856195,19151, ,NO_MAP,NOT_SITE,,1432,OPERATIONS_MAINTENANCE_STORAGE,610.8828125,110.324423462672
438,Southern Grounds HQ Building,Southern Grounds HQ Building,Southern Grounds HQ,5352 PARRISH ST,BUILDING,NO_PROGRAM,5584.54906244,0.12820412,19139, ,NO_MAP,NOT_SITE,,991,MULTI_USE,884.296875,138.143110889518
439,Cobbs Creek Golf Course Carbarn,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7900 LANSDOWNE AVE,BUILDING,NO_PROGRAM,5380.39284323,0.12351732,19151, ,NO_MAP,NOT_SITE,,1433,BARN,852.00390625,121.354729263443
440,Mill Creek Playground and Recreation Ctr Building,Mill Creek Playground and Recreation Ctr Building,Mill Creek Playground and Recreation Center,4728 BROWN ST,BUILDING,PROGRAM,3500.3073826,0.08035632,19139,Mill Creek Playground,NO_MAP,NOT_SITE,,992,RECREATION_SITE,554.26953125,101.280596143389
441,Norman (Butch) Ellis Playground Building,Norman (Butch) Ellis Playground Building,Norman (Butch) Ellis Playground,714 N 39TH ST,BUILDING,PROGRAM,740.14466548,0.01699145,19104,"39th and Olive Playground, Ellis Playground",NO_MAP,NOT_SITE,,298,RECREATION_SITE,117.19921875,45.6864676026147
442,Cobbs Creek Golf Course Pro Shop and Grill,Cobbs Creek & Karakung Golf Course,Cobbs Creek Park,7900 LANSDOWNE AVE,BUILDING,NO_PROGRAM,1792.60772234,0.04115278,19151, ,NO_MAP,NOT_SITE,,1434,CONCESSIONS_RETAIL_CAFE,283.8671875,74.0685991931714
443,West Mill Creek Playground Building,West Mill Creek Playground Building,West Mill Creek Playground,5100 WESTMINSTER AVE,BUILDING,PROGRAM,2689.6165348,0.06174535,19139, ,NO_MAP,NOT_SITE,,994,RECREATION_SITE,425.8984375,85.8108307149512
444,Water Works Engine House,Fairmount Water Works,East Fairmount Park,690 WATERWORKS DR,BUILDING,NO_PROGRAM,6422.13797143,0.14743259,19130,Waterworks Restaurant,NO_MAP,NOT_SITE,,1435,HISTORIC_HOUSE,1016.92578125,125.944950199647
445,Haddington-Marshall Shepard Rec Ctr Pool Building,Haddington-Marshall Shepard Rec Ctr Pool Building,"Haddington-Marshall L. Shepard, Sr. Rec Center",5700 HAVERFORD AVE,BUILDING,NO_PROGRAM,6913.52426824,0.15871331,19131,Shepard Recreation Center,NO_MAP,NOT_SITE,,1437,OPERATIONS_MAINTENANCE_STORAGE,1094.77734375,132.351412104114
446,Roberto Clemente Playground Building,Roberto Clemente Playground Building,Roberto Clemente Playground,1800 WALLACE ST,BUILDING,PROGRAM,3376.57814533,0.07751588,19130,Clemente Playground,NO_MAP,NOT_SITE,,148,RECREATION_SITE,534.66796875,92.4917054239809
447,Nicholas A. Pucciarelli Bocce Pavillion,Nicholas A. Pucciarelli Senior Citizen Bocce Court,Cobbs Creek Park,6600 VINE ST,BUILDING,NO_PROGRAM,6256.00781764,0.14361875,19151,Daggett and Vine Bocce Court Pavillion,NO_MAP,NOT_SITE,,995,PAVILION_SHELTER,990.67578125,138.263578726002
448,Philadelphia Museum of Art Building,Philadelphia Museum of Art,East Fairmount Park,2600 BENJ FRANKLIN PKY,BUILDING,NO_PROGRAM,121990.86417,2.80053609,19130,Art Museum Complex,NO_MAP,NOT_SITE,Philadelphia Museum of Art,1438,MUSEUM,19316.75,1081.75406354254
449,Haddington-Marshall L. Shepard Rec Ctr Building,Haddington-Marshall L. Shepard Rec Ctr Building,"Haddington-Marshall L. Shepard, Sr. Rec Center",5700 HAVERFORD AVE,BUILDING,PROGRAM,10957.93113961,0.25156049,19131,Shepard Recreation Center,NO_MAP,NOT_SITE,Shepard,996,RECREATION_SITE,1735.234375,219.350189970376
